,LoanID,Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,Default
24298,15QKGHZPAO,40,46371,183185,415,36,2,24.78,48,0.38,PhD,Part-time,Married,Yes,Yes,Auto,Yes,1
24307,WRQMY56KIZ,26,86153,152641,750,107,1,13.31,36,0.73,Master's,Part-time,Divorced,No,No,Auto,Yes,1
24313,KDKRHOE4R7,25,67589,61226,772,2,2,17.37,60,0.29,Bachelor's,Unemployed,Divorced,Yes,Yes,Home,Yes,1
24325,V18IZI3S3D,44,88550,19674,525,89,3,21.46,36,0.54,Bachelor's,Part-time,Married,Yes,No,Other,No,1
24329,C8GKHTA4JP,29,104593,213322,490,24,1,22.11,36,0.41,Master's,Part-time,Single,Yes,Yes,Auto,No,1
24342,QYCY1TY11M,31,91905,100893,470,36,1,9.82,60,0.73,Bachelor's,Full-time,Married,Yes,No,Business,No,1
24345,8CCM3Q75UC,44,41017,161273,590,118,2,8.74,60,0.27,High School,Self-employed,Single,No,Yes,Auto,No,1
24347,67CA87B8ZB,39,143150,92340,639,106,2,24.78,12,0.1,High School,Unemployed,Married,Yes,No,Auto,Yes,1
24357,OMGQ10HUF9,32,104341,112818,664,2,3,8.21,24,0.76,PhD,Full-time,Divorced,Yes,No,Home,No,1
24360,UKJTR0CBYH,41,63510,187949,778,24,3,12.93,12,0.79,High School,Part-time,Divorced,Yes,No,Auto,Yes,1
24361,HMZJVH0CJ1,44,99666,199141,716,28,1,18.54,48,0.68,High School,Full-time,Divorced,Yes,Yes,Education,No,1
24386,43BKX2GOZQ,60,23202,204027,592,9,3,10.34,24,0.69,PhD,Unemployed,Married,No,Yes,Home,No,1
24394,XAWBI8EMKA,27,43407,47099,407,111,2,11.57,12,0.21,High School,Unemployed,Divorced,Yes,Yes,Auto,No,1
24400,R20ECE1GNZ,41,102505,232284,736,70,4,6.37,48,0.61,Bachelor's,Unemployed,Married,Yes,Yes,Other,No,1
24406,LDDJ0DA4C2,19,55759,205766,368,47,3,23.68,12,0.57,High School,Unemployed,Divorced,Yes,No,Other,No,1
24411,G9EAEBESPK,20,140944,72319,418,80,4,11.61,36,0.62,Bachelor's,Full-time,Single,Yes,No,Other,No,1
24413,PY197SLP56,52,53108,187861,810,63,3,21.85,48,0.5,High School,Part-time,Single,Yes,No,Business,Yes,1
24416,FJJV44ZOKO,56,142549,210963,378,76,1,24.58,24,0.66,Bachelor's,Part-time,Single,No,Yes,Auto,Yes,1
24423,VWCKBKNMF2,53,32496,206071,493,49,1,23.68,48,0.42,Master's,Part-time,Married,Yes,No,Home,Yes,1
24434,B3U1DR74CM,33,37123,245016,565,50,4,18.68,36,0.32,PhD,Self-employed,Single,No,No,Auto,No,1
24437,5J7WKE4733,19,56770,116994,477,0,1,14.98,12,0.74,Master's,Full-time,Divorced,Yes,Yes,Auto,No,1
24441,9Q140F682J,68,94026,216283,566,40,4,14.64,60,0.48,High School,Self-employed,Married,Yes,No,Business,Yes,1
24444,WS1EOIEFDZ,22,87800,146624,405,25,2,14.54,48,0.36,Bachelor's,Unemployed,Single,Yes,Yes,Auto,No,1
24445,X71Q5N5TS4,38,24700,21250,477,112,3,14.81,60,0.6,High School,Full-time,Married,No,No,Auto,Yes,1
24465,H7S2O2WGD8,27,31634,235687,556,18,3,19.53,24,0.26,Master's,Unemployed,Divorced,Yes,Yes,Other,No,1
24466,HHORGVM1LP,31,31747,180245,342,116,2,6.79,24,0.46,High School,Full-time,Single,Yes,No,Other,No,1
24467,4CHYAIGB8Y,56,36671,248518,387,56,3,24.77,24,0.71,Bachelor's,Self-employed,Married,No,No,Auto,No,1
24481,IC6ZSARFFA,47,119595,17711,418,114,3,23.39,60,0.54,PhD,Part-time,Single,No,No,Business,Yes,1
24495,HD3D8XCK6O,23,74441,191986,413,36,4,5.96,48,0.89,PhD,Self-employed,Married,No,Yes,Education,No,1
24501,6RMLHMWEIB,49,16465,108688,308,0,2,20.87,24,0.32,Master's,Self-employed,Married,No,No,Education,Yes,1
24512,YTPOPD6IWK,40,130232,140568,777,33,2,23.12,48,0.83,High School,Full-time,Married,No,Yes,Business,No,1
24514,QE4UAERAH3,43,50711,130780,618,76,3,12.37,36,0.41,High School,Self-employed,Divorced,No,No,Education,Yes,1
24516,KN5L0OSI8R,46,105823,248485,783,113,1,18.43,36,0.69,High School,Full-time,Married,Yes,No,Business,No,1
24519,NV1DGWML0V,40,125352,234773,611,28,2,19.37,60,0.64,PhD,Full-time,Single,No,Yes,Other,Yes,1
24548,X2OTF3FJXI,51,148146,226152,371,63,3,7.98,24,0.86,PhD,Part-time,Single,No,No,Other,Yes,1
24554,YA6457Q2AA,25,105472,167850,383,70,3,19.96,48,0.4,High School,Unemployed,Single,No,No,Business,No,1
24555,51IA23V3TV,49,92408,65240,589,99,3,11.87,24,0.41,PhD,Self-employed,Married,Yes,No,Education,No,1
24562,MDJXIKMHEF,68,21326,122320,715,97,4,22.76,48,0.14,PhD,Full-time,Married,No,Yes,Auto,No,1
24581,ZWYRMKPRIC,25,19782,74166,669,118,4,3.32,12,0.25,Bachelor's,Self-employed,Single,Yes,No,Other,No,1
24590,FSLBXOSATK,23,34771,156309,423,74,2,21.51,60,0.45,High School,Part-time,Married,Yes,No,Other,Yes,1
24610,JGALN0SVIE,33,58726,139523,715,42,3,14.07,36,0.74,Master's,Self-employed,Single,Yes,No,Business,No,1
24611,19ZAPZ7MC8,19,125093,89587,548,113,1,22.06,24,0.64,High School,Unemployed,Married,No,Yes,Business,Yes,1
24622,H7TNXN3OTA,42,124522,110121,366,119,1,23.98,60,0.59,Bachelor's,Unemployed,Married,No,No,Auto,Yes,1
24634,KX1Q0Q5TVS,40,58902,199314,484,7,4,9.86,24,0.34,Master's,Unemployed,Married,No,No,Auto,No,1
24639,DU52NDJ6M5,62,55150,158740,455,2,4,14.88,12,0.82,High School,Self-employed,Single,Yes,No,Other,No,1
24642,PDF7ZTE1QK,24,84254,69863,333,12,4,6.04,60,0.86,Master's,Part-time,Divorced,No,No,Other,Yes,1
24663,ZUZQMUB4V1,53,42848,73353,672,25,3,24.31,12,0.42,PhD,Self-employed,Divorced,Yes,No,Business,No,1
24666,HBPRFLGS2V,21,44895,221738,588,36,2,8.09,48,0.71,Bachelor's,Part-time,Married,No,Yes,Auto,Yes,1
24670,AV3EUOFO2L,48,78145,131763,337,26,1,17.02,60,0.65,High School,Unemployed,Single,Yes,Yes,Other,Yes,1
24680,EF1A4DFOMQ,42,35228,173829,461,1,2,11.28,36,0.28,Bachelor's,Part-time,Single,No,No,Home,Yes,1
24683,ES740X4M2Q,28,57332,197877,832,76,2,24.99,24,0.39,Bachelor's,Unemployed,Married,Yes,Yes,Business,Yes,1
24689,1E2N6ZT8TB,33,98329,105514,739,30,4,21.67,12,0.75,Bachelor's,Self-employed,Single,Yes,Yes,Other,No,1
24696,MXK5M00LZQ,37,130361,5980,730,5,1,3.25,48,0.4,Master's,Part-time,Divorced,No,Yes,Business,No,1
24702,AVIB2FJ776,43,42594,102852,504,37,4,21.25,48,0.82,Bachelor's,Full-time,Divorced,Yes,Yes,Education,No,1
24704,S7M690FXX1,29,78882,232962,577,18,2,15.83,60,0.79,PhD,Full-time,Divorced,No,No,Auto,Yes,1
24706,X0JHSKSNFZ,31,76283,236580,782,8,4,3.83,36,0.35,PhD,Unemployed,Married,Yes,No,Auto,Yes,1
24727,X5VBF1YQHD,22,89855,211984,565,116,3,9.75,60,0.83,PhD,Unemployed,Divorced,Yes,Yes,Business,Yes,1
24731,6HZ0CXRFBD,23,47218,191664,313,3,3,6.07,36,0.32,PhD,Self-employed,Single,Yes,No,Education,No,1
24734,HZCPVBPYHL,32,25743,12634,318,94,4,16.19,24,0.33,Bachelor's,Self-employed,Divorced,No,No,Other,Yes,1
24742,7PZ4EIVPM8,60,40221,223766,597,58,4,18.63,36,0.88,Master's,Full-time,Single,No,No,Other,No,1
24771,90PN71Q2ON,42,87264,46254,693,34,4,16.42,48,0.89,PhD,Self-employed,Single,No,No,Auto,Yes,1
24773,Q1X0DHT71T,31,132030,154346,360,30,3,22.29,24,0.85,High School,Self-employed,Single,No,No,Other,Yes,1
24777,2SQ34DWZ4E,47,15533,128330,430,104,2,7.17,12,0.69,High School,Unemployed,Single,No,Yes,Auto,Yes,1
24782,V28WA2K1TA,52,137257,121549,675,52,4,21.5,48,0.82,Master's,Part-time,Divorced,No,No,Other,No,1
24785,67OZG7XCMV,28,34042,75166,388,74,4,14.91,60,0.23,Master's,Self-employed,Single,No,No,Auto,Yes,1
24788,5Q63GX6CC2,23,19490,235774,769,101,2,22.3,36,0.18,Bachelor's,Self-employed,Married,Yes,No,Auto,No,1
24798,N6UV56FSX3,48,104699,107217,798,94,2,8.98,12,0.27,High School,Part-time,Divorced,Yes,No,Other,Yes,1
24803,WIRZDKJO20,50,120637,248244,538,68,3,8.95,12,0.2,Master's,Self-employed,Divorced,Yes,Yes,Other,Yes,1
24809,K8SHBKP1KD,18,101495,184184,731,9,3,15.6,48,0.63,High School,Self-employed,Married,No,Yes,Home,No,1
24812,GEP3CN34QO,21,148190,10579,806,23,2,19.0,12,0.76,High School,Part-time,Divorced,Yes,Yes,Home,Yes,1
24816,PISH7Q40DN,32,22543,204512,419,3,4,20.01,12,0.79,Bachelor's,Self-employed,Single,No,No,Other,No,1
24854,3C95SY6UFH,21,89810,226829,425,76,1,17.4,36,0.53,Bachelor's,Unemployed,Divorced,No,Yes,Home,No,1
24856,FMUUG894C7,21,35087,229590,395,115,2,16.96,12,0.44,Bachelor's,Part-time,Single,No,No,Business,No,1
24879,QGYA2LENL9,29,42248,142875,698,65,4,13.57,48,0.63,Master's,Unemployed,Married,No,No,Home,No,1
24886,HZMWOL541C,40,147975,146285,414,87,3,8.77,48,0.65,Master's,Part-time,Single,No,Yes,Auto,No,1
24891,PI0OGTQHYN,26,28654,63924,320,5,3,2.13,48,0.9,Bachelor's,Self-employed,Single,No,Yes,Business,No,1
24892,U057D48E2J,20,83396,123647,429,98,1,14.76,48,0.24,High School,Full-time,Married,Yes,No,Home,Yes,1
24894,U26J8KMO19,42,41793,223921,356,61,4,23.68,60,0.13,PhD,Full-time,Married,No,No,Other,Yes,1
24905,I8CK747T0R,59,25562,241931,628,37,4,10.42,48,0.66,Master's,Part-time,Married,No,No,Home,No,1
24906,RSYKURAKOL,31,19886,202803,739,12,1,7.67,60,0.14,Bachelor's,Unemployed,Single,Yes,Yes,Other,Yes,1
24914,GUTB5HMPET,19,41546,65024,626,3,2,20.34,48,0.39,Master's,Self-employed,Married,No,Yes,Auto,Yes,1
24921,K2AZX0UT5N,61,123659,178790,486,58,1,24.58,36,0.34,PhD,Self-employed,Single,No,Yes,Education,Yes,1
24942,5VOEMS1FJE,23,100552,226306,499,4,4,6.46,12,0.71,PhD,Self-employed,Divorced,Yes,No,Auto,No,1
24948,Z3YO718ET2,46,128522,144286,626,9,1,17.36,48,0.83,PhD,Unemployed,Divorced,No,No,Business,Yes,1
24973,TQ8N88CD5Y,23,18466,174141,517,33,4,5.99,60,0.69,High School,Part-time,Single,Yes,No,Home,Yes,1
24984,EU0M4NO5CU,46,89187,62317,623,27,1,14.08,60,0.89,High School,Part-time,Divorced,No,No,Auto,No,1
24996,1LW2MLPZ61,20,62546,227544,494,111,3,22.81,12,0.44,PhD,Part-time,Married,Yes,No,Auto,Yes,1
25016,0YATFVPXCB,27,48184,233074,395,40,1,20.05,60,0.45,High School,Full-time,Married,Yes,No,Auto,Yes,1
25018,FW3963X9SI,32,19698,156062,458,90,2,11.23,12,0.15,High School,Unemployed,Divorced,Yes,No,Home,No,1
25027,Q2IWI47S78,23,34970,161277,357,10,2,5.22,48,0.79,Bachelor's,Part-time,Married,No,No,Other,Yes,1
25028,L63GOX19J3,59,127901,46482,424,44,4,15.27,60,0.58,Master's,Self-employed,Divorced,No,Yes,Business,No,1
25031,SFSU42RQKQ,35,29214,94279,638,11,2,6.29,24,0.3,Bachelor's,Unemployed,Single,No,No,Education,No,1
25037,Z0VNMR2LXH,30,85670,42451,467,25,1,6.37,36,0.75,PhD,Part-time,Single,No,No,Home,Yes,1
25040,FH8KVQBAEL,29,43950,189013,327,75,3,15.85,36,0.24,Bachelor's,Part-time,Single,Yes,Yes,Other,No,1
25044,NYB98CLBPD,41,41218,228905,840,74,4,20.19,48,0.27,Bachelor's,Full-time,Divorced,No,No,Education,Yes,1
25071,1LXFSG8H1X,61,47155,209776,407,65,1,24.63,12,0.79,PhD,Part-time,Divorced,Yes,Yes,Other,No,1
25073,ZL99K6DWD7,37,56203,244865,699,75,4,17.48,24,0.34,Master's,Self-employed,Single,No,Yes,Business,No,1
25094,TM1R3XESD7,25,31904,89581,417,25,1,10.31,12,0.6,Master's,Self-employed,Divorced,Yes,No,Other,No,1
25110,U67H5C6WQJ,48,69221,93193,779,0,3,23.32,12,0.47,Master's,Self-employed,Divorced,Yes,No,Education,No,1
25129,TTHOOTSAB9,30,57977,102384,369,84,4,24.92,12,0.39,Master's,Part-time,Married,Yes,Yes,Auto,Yes,1
25131,K8TH24UVQN,29,98230,92759,330,55,3,4.8,12,0.64,Master's,Full-time,Married,Yes,No,Business,Yes,1
25151,I4NRKNCF5X,25,70350,194523,637,22,2,19.34,48,0.36,Bachelor's,Unemployed,Divorced,Yes,No,Business,Yes,1
25163,2L0970OSJX,27,69744,209317,738,19,2,21.62,24,0.59,High School,Part-time,Single,No,Yes,Auto,No,1
25168,NBF3NBU3HJ,29,38593,129567,795,118,1,22.65,60,0.54,Bachelor's,Part-time,Divorced,Yes,Yes,Education,No,1
25172,4XYDQUDL6H,26,25058,142918,631,39,4,24.14,12,0.78,PhD,Unemployed,Single,Yes,Yes,Education,No,1
25179,274ZJSJEGM,28,53339,201797,802,44,4,10.19,24,0.52,High School,Full-time,Married,No,No,Education,Yes,1
25192,ANELEU9HLM,25,136497,156190,512,74,3,17.44,48,0.42,High School,Unemployed,Divorced,Yes,Yes,Other,No,1
25193,SR9BMRKBJ3,20,111304,144899,619,28,4,4.32,60,0.51,Master's,Self-employed,Divorced,No,Yes,Business,Yes,1
25200,K9J67VAR6O,67,50265,157731,484,48,4,6.17,12,0.59,Bachelor's,Self-employed,Married,Yes,No,Business,No,1
25204,IP00L7SFXP,23,45409,161888,361,79,4,14.56,36,0.71,Master's,Self-employed,Single,No,Yes,Business,Yes,1
25218,DII9BEEEPF,24,91425,192732,455,25,1,17.39,36,0.82,PhD,Self-employed,Divorced,No,Yes,Education,No,1
25221,JO3YC0OJ4Y,27,99750,105945,488,5,4,23.06,60,0.38,High School,Part-time,Married,Yes,No,Business,Yes,1
25233,2HHY3BWVC7,26,35353,206880,303,64,1,13.02,36,0.32,Bachelor's,Unemployed,Married,Yes,No,Home,No,1
25252,FQCRG9T1AH,24,19588,200421,650,101,1,24.89,48,0.19,High School,Self-employed,Single,Yes,No,Other,Yes,1
25267,239KHLXXOM,44,100763,165221,314,30,1,17.23,36,0.3,Bachelor's,Full-time,Married,No,Yes,Home,Yes,1
25277,5YLQEPMFIE,30,117370,103887,319,27,2,12.54,48,0.16,PhD,Part-time,Married,No,Yes,Other,Yes,1
25282,36EKEZ2A1I,25,20057,65250,505,71,1,7.61,60,0.18,Master's,Part-time,Married,No,No,Auto,No,1
25285,SOZ4AKRLEX,45,19544,21696,413,2,4,17.16,60,0.51,Bachelor's,Unemployed,Single,Yes,Yes,Home,Yes,1
25288,4RJ9CIIV1I,35,94205,209756,740,115,1,6.25,24,0.79,Bachelor's,Self-employed,Single,Yes,No,Home,Yes,1
25298,7EQ3QIB8RY,53,68269,148878,621,14,1,12.74,60,0.9,High School,Full-time,Divorced,No,Yes,Auto,No,1
25304,HZU3GIR9RW,27,71361,46230,670,73,3,19.51,24,0.9,High School,Full-time,Divorced,No,Yes,Auto,Yes,1
25309,TTK1TEAFA1,31,62275,239934,376,23,4,23.85,36,0.42,Bachelor's,Self-employed,Divorced,No,Yes,Education,Yes,1
25319,377RSH2PIA,18,125111,162179,400,98,3,8.04,24,0.54,PhD,Unemployed,Married,No,Yes,Other,No,1
25320,OU5H8AF6UQ,19,24064,166773,329,43,1,19.62,60,0.3,Bachelor's,Full-time,Single,No,No,Business,Yes,1
25327,5C9D77LSI0,36,36453,244928,498,93,2,14.58,36,0.38,High School,Unemployed,Married,Yes,Yes,Other,No,1
25353,NIVC8OF6XT,27,20775,188016,415,99,4,13.24,48,0.46,Bachelor's,Self-employed,Divorced,Yes,No,Home,No,1
25359,V6OC14PUGL,52,142745,153557,744,36,4,8.79,36,0.61,High School,Unemployed,Single,Yes,No,Auto,Yes,1
25368,BTOX1SF5I0,45,71848,32039,552,27,4,18.01,60,0.45,PhD,Part-time,Divorced,Yes,No,Education,No,1
25385,DYDIT1KCXJ,45,90381,104562,450,2,1,20.58,36,0.36,Master's,Full-time,Divorced,No,Yes,Other,Yes,1
25390,LAY7JB7P4U,66,34226,143052,555,27,2,13.87,12,0.52,Bachelor's,Full-time,Single,No,Yes,Business,No,1
25410,BYRJMIV996,26,32640,56575,812,25,2,20.03,24,0.46,Bachelor's,Full-time,Divorced,No,Yes,Auto,Yes,1
25415,YEYIGB3ZV3,18,99003,249785,442,59,2,9.58,48,0.71,Bachelor's,Unemployed,Divorced,Yes,No,Other,Yes,1
25426,QCAHLM8YGB,37,60155,47708,461,83,4,22.83,48,0.16,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
25430,M9F3ZFTCKX,19,140996,9627,669,102,4,19.43,60,0.71,Master's,Self-employed,Married,Yes,No,Other,No,1
25433,FHWGXK6EUN,24,53761,84682,530,36,4,17.94,60,0.79,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,1
25440,0EP402LSAQ,26,80767,238906,474,24,4,22.2,12,0.29,High School,Unemployed,Divorced,No,Yes,Business,Yes,1
25445,T19YLSONRE,25,88763,84685,746,50,4,6.68,48,0.33,High School,Unemployed,Married,No,No,Other,No,1
25454,JVMA1V4I23,48,88147,172288,324,14,3,20.78,48,0.76,PhD,Part-time,Single,No,No,Business,Yes,1
25464,1ZM3QQWCA3,52,129786,220027,648,18,4,10.07,60,0.7,Master's,Part-time,Divorced,No,Yes,Business,Yes,1
25471,5S16K3AAF1,23,101853,181458,354,53,3,12.64,48,0.8,PhD,Part-time,Divorced,No,No,Other,Yes,1
25481,RU9M5H3RTM,38,100709,95226,787,31,1,7.67,48,0.78,Master's,Self-employed,Married,No,Yes,Education,Yes,1
25484,K3EQW7OUF4,50,40648,126407,592,57,1,11.04,12,0.54,High School,Part-time,Divorced,Yes,No,Auto,No,1
25486,CSZKWA1DV7,35,55222,28271,820,18,3,19.17,48,0.63,High School,Self-employed,Divorced,Yes,Yes,Business,Yes,1
25493,0EQEQW0T3W,68,101778,152728,797,35,4,4.37,48,0.78,High School,Unemployed,Divorced,No,Yes,Other,Yes,1
25495,6VUOQGAO68,25,57278,11943,554,27,3,12.64,48,0.72,Bachelor's,Full-time,Single,No,Yes,Other,Yes,1
25560,WSNF84S7IW,26,87923,195384,802,98,4,23.53,36,0.79,Master's,Full-time,Single,No,No,Other,Yes,1
25561,60UUSXSWU1,37,30341,180133,455,33,2,22.63,12,0.82,Master's,Part-time,Divorced,No,No,Education,No,1
25563,ZHF1X3ZITA,32,50345,107703,834,83,1,19.33,36,0.64,Bachelor's,Full-time,Divorced,Yes,Yes,Auto,No,1
25567,4P4HI66R2D,53,21563,142547,478,21,1,14.33,36,0.11,Master's,Unemployed,Divorced,No,Yes,Business,No,1
25568,XIX0UMWBR2,28,21825,84828,744,83,4,17.93,48,0.33,High School,Self-employed,Married,No,Yes,Other,No,1
25582,G60QQCZOE5,59,18778,163180,342,13,4,2.64,60,0.67,High School,Unemployed,Married,Yes,No,Business,No,1
25583,LMQLLTNXB0,41,72474,135346,746,94,2,15.31,24,0.34,Master's,Part-time,Single,Yes,Yes,Home,Yes,1
25588,59193MIZ17,23,83245,123724,781,42,3,11.74,36,0.48,High School,Full-time,Single,Yes,No,Home,No,1
25592,1QXGDB76EW,29,19146,117459,434,35,3,8.26,24,0.29,Bachelor's,Full-time,Divorced,No,Yes,Auto,No,1
25594,DRJ1YP1GDM,22,44153,158458,767,25,3,20.42,24,0.62,Bachelor's,Self-employed,Married,Yes,No,Home,Yes,1
25595,WBGU0X40WU,22,19014,23180,796,39,3,19.67,24,0.63,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,1
25604,9815TWSCQS,20,149278,107121,384,62,1,20.07,12,0.84,Bachelor's,Self-employed,Divorced,No,No,Business,No,1
25625,1PV9NP98GM,33,44598,133103,527,31,2,13.91,48,0.67,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes,1
25630,OJ4P5H69OE,25,116858,119599,833,85,3,4.08,36,0.79,PhD,Unemployed,Divorced,No,Yes,Education,No,1
25642,6EMINPVZ2G,54,39963,143816,356,68,4,24.06,48,0.3,High School,Part-time,Single,Yes,Yes,Home,No,1
25653,D7YL4X8VMH,29,104579,221968,374,30,3,23.46,60,0.73,Master's,Part-time,Divorced,Yes,Yes,Other,No,1
25655,FWDYMX6PWV,33,16069,114568,541,84,4,24.16,36,0.28,Bachelor's,Unemployed,Divorced,Yes,No,Education,No,1
25658,93AI819LPW,44,37569,83647,443,117,4,8.12,12,0.41,PhD,Self-employed,Single,No,No,Auto,No,1
25666,U1L7ZGUY5I,29,142034,33117,711,30,3,24.68,48,0.22,Bachelor's,Part-time,Divorced,No,Yes,Auto,Yes,1
25677,AR7G9VAEXG,31,36989,126885,521,32,3,21.01,60,0.65,Bachelor's,Full-time,Married,Yes,No,Business,Yes,1
25691,WR6KUZ1IPW,62,35873,82828,748,6,1,14.18,36,0.52,High School,Unemployed,Married,No,Yes,Auto,No,1
25702,3F59QF46LS,20,44636,63447,709,61,2,5.32,12,0.64,Master's,Unemployed,Divorced,No,Yes,Business,No,1
25718,SQ3LWHWWL4,20,29335,171812,468,54,4,9.02,48,0.86,High School,Part-time,Divorced,No,Yes,Other,No,1
25720,H9YNK7ABOU,27,126688,30642,538,35,1,24.71,12,0.58,High School,Part-time,Divorced,No,Yes,Education,Yes,1
25724,CJHIXCM0JN,31,123747,133928,417,110,3,9.96,24,0.35,Bachelor's,Part-time,Single,Yes,Yes,Auto,Yes,1
25725,REU7G4ZC13,50,42214,238872,364,16,2,6.49,36,0.53,High School,Full-time,Married,No,No,Education,No,1
25739,PN6MYCEBPF,47,38862,237446,399,53,4,9.46,60,0.69,High School,Full-time,Single,Yes,No,Business,Yes,1
25740,0H5MN0CDPT,36,48330,176797,340,4,2,7.66,12,0.11,High School,Unemployed,Married,No,No,Other,No,1
25745,F6UW2PEMU0,61,88664,65576,601,20,2,3.12,48,0.84,Master's,Self-employed,Married,Yes,No,Education,Yes,1
25751,KW7Z8HIX4Y,21,15151,176546,834,33,2,13.95,36,0.9,PhD,Self-employed,Divorced,No,Yes,Other,No,1
25756,0GZHLZGI15,22,113152,82506,588,8,3,20.26,24,0.22,Master's,Unemployed,Divorced,Yes,No,Business,No,1
25764,IFBEG948FP,44,136481,38332,834,36,4,5.24,12,0.29,PhD,Unemployed,Single,Yes,No,Other,Yes,1
25768,MI4DUFSSTQ,27,146711,158107,545,71,3,17.19,24,0.36,Master's,Unemployed,Single,No,Yes,Auto,No,1
25781,PJA56VQ0Y4,18,126281,81745,621,49,4,24.5,24,0.58,PhD,Self-employed,Single,Yes,No,Auto,Yes,1
25794,ARZ0XGM3C4,56,61370,234570,413,11,2,24.24,24,0.85,Master's,Unemployed,Married,No,No,Other,No,1
25798,DULUYXWWH1,31,59631,245468,383,73,3,18.7,24,0.8,Bachelor's,Self-employed,Single,No,Yes,Business,No,1
25803,O9DEHSCL7I,51,18938,202731,600,79,4,24.66,60,0.79,Bachelor's,Unemployed,Married,Yes,No,Other,No,1
25806,I9E8PLX4MH,47,18901,232900,408,60,1,8.92,24,0.51,High School,Unemployed,Divorced,No,No,Other,No,1
25809,AHNHZ5JZV9,45,21203,205755,348,61,2,2.56,60,0.24,Bachelor's,Part-time,Divorced,Yes,Yes,Business,No,1
25812,4V3MO9XTSV,35,27466,53104,843,68,1,20.19,24,0.65,Bachelor's,Unemployed,Single,Yes,No,Business,No,1
25846,DOOK2YXZXR,53,18544,233095,335,17,4,21.29,12,0.67,High School,Self-employed,Divorced,No,Yes,Other,Yes,1
25862,3ID0AWUG4H,21,79015,137636,335,5,1,21.23,36,0.53,Master's,Unemployed,Single,Yes,No,Business,No,1
25865,CSLOWQHBG5,20,32098,117175,578,98,4,11.37,48,0.86,Master's,Part-time,Married,Yes,Yes,Business,No,1
25870,DG7WYDZY84,35,77620,158008,686,113,2,22.88,24,0.3,Master's,Self-employed,Married,No,No,Other,No,1
25887,IX15VRNFM3,23,110813,26806,510,0,2,18.44,48,0.64,PhD,Self-employed,Single,No,No,Home,Yes,1
25893,7JX4PN14DL,56,20070,216452,317,6,3,21.25,48,0.5,PhD,Self-employed,Divorced,No,No,Other,Yes,1
25898,TWTE50FD4L,45,16038,224072,775,97,1,22.48,60,0.37,Master's,Full-time,Married,No,Yes,Education,No,1
25928,PONN5D6JVG,37,148415,119022,626,89,2,22.73,48,0.48,Bachelor's,Self-employed,Married,No,No,Business,No,1
25966,9NXAVD8FMB,47,15298,191861,602,41,4,7.57,36,0.46,Bachelor's,Self-employed,Divorced,Yes,Yes,Other,Yes,1
25971,J7JC5V076P,20,145994,80650,318,12,2,15.05,48,0.84,Master's,Unemployed,Married,Yes,Yes,Education,Yes,1
25975,W2K3FYNSXI,24,131100,44705,443,40,1,16.72,48,0.89,Master's,Unemployed,Divorced,Yes,Yes,Business,Yes,1
25977,NQ87MIJCIM,53,104118,198049,441,76,2,24.35,24,0.69,PhD,Part-time,Single,No,Yes,Business,No,1
25986,RDMQKQU0K7,19,52075,213607,316,8,1,23.11,36,0.36,High School,Full-time,Divorced,No,No,Other,No,1
25998,H2ITULGP1U,63,114488,153746,677,33,3,21.47,48,0.72,PhD,Part-time,Single,No,No,Auto,Yes,1
25999,T749WG40VJ,18,147161,93919,843,56,1,6.37,48,0.37,Master's,Part-time,Married,No,Yes,Business,No,1
26013,FUWMVR7UYT,23,60003,75391,374,45,1,17.61,12,0.25,High School,Part-time,Divorced,Yes,No,Business,Yes,1
26020,SYDSS36F0Y,20,61839,88319,790,24,3,9.8,48,0.86,Bachelor's,Part-time,Single,Yes,No,Home,No,1
26037,W9SP2VD93G,24,26733,62142,539,44,1,12.99,60,0.48,High School,Unemployed,Married,Yes,No,Other,No,1
26041,I1AI65FI3L,45,46932,9277,703,9,2,14.62,36,0.53,Bachelor's,Full-time,Divorced,Yes,No,Other,No,1
26046,KCICL247PE,46,100057,46438,361,70,3,18.33,60,0.36,PhD,Full-time,Divorced,Yes,No,Other,Yes,1
26064,YL5Z4RE8US,18,37650,220746,442,51,1,11.19,36,0.89,PhD,Self-employed,Divorced,Yes,Yes,Education,No,1
26065,VR38H36OFT,57,45105,208417,656,25,1,7.9,60,0.8,Master's,Unemployed,Divorced,Yes,No,Other,No,1
26067,JMD613C3HA,18,32831,44015,618,28,2,16.48,60,0.31,PhD,Self-employed,Divorced,Yes,Yes,Education,No,1
26070,KXCY6OZMGK,42,113726,234317,594,3,4,21.75,12,0.15,Bachelor's,Part-time,Single,Yes,No,Education,No,1
26073,IXK8WUPF4I,67,141634,100822,623,28,3,23.88,60,0.5,High School,Part-time,Married,Yes,Yes,Home,No,1
26091,NB1QN3RPCN,29,18804,158228,381,6,3,19.58,24,0.11,Bachelor's,Full-time,Married,Yes,No,Home,No,1
